image,weather,time_of_day,road_type,speed,severity
08216.jpg,cloudy,night,rural,111,severe
08217.jpg,rainy,dusk,highway,111,severe
08218.jpg,cloudy,dusk,urban,21,moderate
08219.jpg,snowy,dusk,urban,116,severe
08220.jpg,snowy,dusk,rural,57,minor
08221.jpg,rainy,day,urban,58,moderate
08222.jpg,clear,dusk,highway,47,moderate
08223.jpg,rainy,day,rural,116,moderate
08224.jpg,snowy,night,highway,95,minor
08225.jpg,rainy,dusk,rural,36,severe
08226.jpg,clear,dawn,highway,70,minor
08227.jpg,snowy,day,highway,22,severe
08228.jpg,cloudy,dawn,rural,61,severe
08229.jpg,clear,dawn,rural,80,moderate
08230.jpg,clear,dusk,urban,61,moderate
08231.jpg,cloudy,day,highway,31,severe
08232.jpg,rainy,night,rural,35,minor
08233.jpg,clear,dusk,rural,72,severe
08234.jpg,cloudy,dusk,highway,42,severe
08235.jpg,clear,dusk,rural,87,severe
08236.jpg,cloudy,dawn,highway,103,moderate
08237.jpg,snowy,day,rural,72,moderate
08238.jpg,snowy,dusk,urban,101,minor
08239.jpg,snowy,dawn,rural,41,minor
08240.jpg,cloudy,day,highway,28,severe
08241.jpg,clear,dawn,highway,20,severe
08242.jpg,snowy,dusk,highway,107,minor
08243.jpg,cloudy,day,rural,86,severe
08244.jpg,rainy,night,rural,61,severe
08245.jpg,rainy,day,rural,105,minor
08246.jpg,clear,day,urban,39,minor
08247.jpg,cloudy,day,urban,90,severe
08248.jpg,clear,day,rural,44,severe
08249.jpg,snowy,day,highway,105,minor
08250.jpg,rainy,day,rural,84,moderate
08251.jpg,clear,dawn,rural,114,moderate
08252.jpg,clear,day,highway,95,moderate
08253.jpg,snowy,dusk,rural,62,minor
08254.jpg,rainy,night,rural,117,moderate
08255.jpg,snowy,day,urban,112,moderate
08256.jpg,cloudy,dawn,rural,100,moderate
08257.jpg,clear,dawn,urban,73,severe
08258.jpg,snowy,night,highway,63,minor
08259.jpg,clear,day,urban,45,severe
08260.jpg,rainy,dusk,highway,71,moderate
08261.jpg,snowy,dusk,urban,107,moderate
08262.jpg,rainy,dusk,highway,89,minor
08263.jpg,snowy,dusk,rural,42,moderate
08264.jpg,snowy,day,rural,56,severe
08265.jpg,snowy,night,rural,52,severe
08266.jpg,rainy,day,urban,87,minor
08267.jpg,rainy,dawn,rural,113,minor
08268.jpg,cloudy,dawn,highway,82,moderate
08269.jpg,clear,night,highway,68,moderate
08270.jpg,rainy,night,highway,79,severe
08271.jpg,rainy,night,urban,70,minor
08272.jpg,rainy,dusk,highway,87,minor
08273.jpg,snowy,dawn,highway,105,severe
08274.jpg,rainy,dusk,highway,59,severe
08275.jpg,cloudy,dawn,rural,61,minor
08276.jpg,snowy,dawn,rural,82,severe
08277.jpg,snowy,day,highway,97,moderate
08278.jpg,cloudy,dusk,highway,63,severe
08279.jpg,rainy,dusk,rural,87,minor
08280.jpg,cloudy,night,highway,45,minor
08281.jpg,cloudy,dusk,urban,35,severe
08282.jpg,snowy,dawn,highway,29,moderate
08283.jpg,cloudy,dusk,urban,56,severe
08284.jpg,cloudy,night,highway,24,moderate
08285.jpg,snowy,day,highway,46,severe
08286.jpg,snowy,day,urban,55,moderate
08287.jpg,clear,dusk,rural,57,moderate
08288.jpg,clear,dusk,urban,95,moderate
08289.jpg,rainy,dusk,highway,76,minor
08290.jpg,cloudy,dusk,urban,109,moderate
08291.jpg,rainy,day,highway,43,minor
08292.jpg,cloudy,day,rural,50,minor
08293.jpg,snowy,dawn,highway,93,moderate
08294.jpg,cloudy,night,highway,119,moderate
08295.jpg,rainy,dusk,highway,45,minor
08296.jpg,snowy,night,rural,75,minor
08297.jpg,cloudy,dusk,highway,112,severe
08298.jpg,cloudy,dusk,highway,114,severe
08299.jpg,snowy,dusk,highway,41,minor
08300.jpg,snowy,dusk,highway,104,minor
08301.jpg,cloudy,day,urban,22,minor
08302.jpg,clear,dusk,rural,35,minor
08303.jpg,clear,day,highway,95,severe
08304.jpg,snowy,night,rural,44,minor
08305.jpg,rainy,day,highway,36,minor
08306.jpg,snowy,dawn,highway,71,minor
08307.jpg,clear,night,urban,25,minor
08308.jpg,snowy,dawn,rural,66,moderate
08309.jpg,clear,dawn,urban,99,minor
08310.jpg,cloudy,day,urban,58,moderate
08311.jpg,rainy,day,urban,65,moderate
08312.jpg,cloudy,day,highway,72,minor
08313.jpg,clear,dusk,urban,117,minor
08314.jpg,snowy,day,rural,29,minor
08315.jpg,rainy,dusk,urban,68,severe
08316.jpg,snowy,night,rural,96,minor
08317.jpg,cloudy,day,urban,84,moderate
08318.jpg,cloudy,dusk,rural,63,minor
08319.jpg,snowy,dawn,urban,28,minor
08320.jpg,rainy,dusk,highway,21,minor
08321.jpg,cloudy,dawn,rural,117,moderate
08322.jpg,snowy,dusk,highway,118,minor
08323.jpg,snowy,dawn,rural,47,minor
08324.jpg,rainy,day,highway,104,minor
08325.jpg,snowy,day,rural,98,moderate
08326.jpg,rainy,night,urban,82,minor
08327.jpg,rainy,night,urban,33,moderate
08328.jpg,clear,night,rural,101,moderate
08329.jpg,rainy,dusk,rural,67,moderate
08330.jpg,snowy,dawn,highway,100,severe
08331.jpg,clear,dawn,rural,69,severe
08332.jpg,clear,day,rural,48,minor
08333.jpg,rainy,day,highway,25,severe
08334.jpg,rainy,dawn,rural,115,minor
08335.jpg,rainy,dusk,rural,60,minor
08336.jpg,snowy,dawn,rural,99,moderate
08337.jpg,cloudy,day,rural,52,severe
08338.jpg,snowy,dusk,highway,110,minor
08339.jpg,rainy,day,urban,37,minor
08340.jpg,rainy,night,highway,88,severe
08341.jpg,rainy,night,rural,86,moderate
08342.jpg,cloudy,day,urban,76,moderate
08343.jpg,clear,night,urban,116,severe
08344.jpg,rainy,day,urban,29,minor
08345.jpg,rainy,night,urban,41,minor
08346.jpg,cloudy,dawn,highway,53,severe
08347.jpg,cloudy,dusk,rural,51,minor
08348.jpg,snowy,day,highway,93,moderate
08349.jpg,clear,night,rural,23,minor
08350.jpg,clear,day,highway,110,moderate
08351.jpg,cloudy,night,rural,86,severe
08352.jpg,cloudy,dawn,rural,83,severe
08353.jpg,snowy,day,rural,108,severe
08354.jpg,rainy,dawn,highway,20,moderate
08355.jpg,rainy,day,urban,87,moderate
08356.jpg,rainy,day,urban,49,severe
08357.jpg,cloudy,dusk,urban,76,severe
08358.jpg,clear,dusk,highway,24,severe
08359.jpg,clear,day,rural,97,minor
08360.jpg,clear,dawn,highway,90,moderate
08361.jpg,snowy,dawn,urban,98,severe
08362.jpg,clear,night,urban,63,minor
08363.jpg,snowy,dawn,urban,116,minor
08364.jpg,rainy,night,highway,50,minor
08365.jpg,rainy,day,highway,63,severe
08366.jpg,snowy,night,rural,92,minor
08367.jpg,clear,night,rural,110,severe
08368.jpg,rainy,night,rural,23,minor
08369.jpg,cloudy,night,rural,60,severe
08370.jpg,cloudy,night,urban,108,moderate
08371.jpg,snowy,day,rural,97,moderate
08372.jpg,rainy,dusk,rural,98,moderate
08373.jpg,cloudy,dusk,rural,100,minor
08374.jpg,cloudy,dusk,rural,36,minor
08375.jpg,rainy,night,urban,76,moderate
08376.jpg,rainy,day,rural,90,severe
08377.jpg,snowy,dusk,highway,39,severe
08378.jpg,rainy,dawn,highway,101,moderate
08379.jpg,snowy,day,urban,38,moderate
08380.jpg,clear,night,highway,46,moderate
08381.jpg,cloudy,day,rural,44,severe
08382.jpg,rainy,day,urban,92,minor
08383.jpg,rainy,dawn,rural,107,severe
08384.jpg,rainy,dusk,urban,27,minor
08385.jpg,snowy,dawn,highway,100,moderate
08386.jpg,rainy,night,rural,117,severe
08387.jpg,clear,day,urban,70,severe
08388.jpg,clear,day,rural,88,minor
08389.jpg,snowy,dawn,rural,57,severe
08390.jpg,rainy,dusk,urban,107,severe
08391.jpg,cloudy,day,rural,42,moderate
08392.jpg,cloudy,day,rural,42,moderate
08393.jpg,snowy,night,urban,89,minor
08394.jpg,rainy,day,highway,51,minor
08395.jpg,cloudy,dusk,urban,49,moderate
08396.jpg,snowy,night,urban,112,severe
08397.jpg,rainy,night,rural,69,moderate
08398.jpg,rainy,night,rural,58,severe
08399.jpg,cloudy,day,urban,69,moderate
08400.jpg,snowy,dawn,highway,118,moderate
08401.jpg,snowy,night,urban,54,moderate
08402.jpg,cloudy,day,rural,54,minor
08403.jpg,cloudy,night,rural,84,severe
08404.jpg,cloudy,day,highway,117,minor
08405.jpg,rainy,dusk,rural,29,severe
08406.jpg,snowy,night,highway,29,severe
08407.jpg,clear,night,rural,43,severe
08408.jpg,clear,dusk,highway,92,moderate
08409.jpg,cloudy,dusk,highway,58,moderate
08410.jpg,cloudy,day,rural,56,severe
08411.jpg,rainy,dawn,highway,94,severe
08412.jpg,cloudy,dusk,highway,112,moderate
08413.jpg,clear,dawn,rural,44,severe
08414.jpg,clear,night,urban,109,severe
08415.jpg,cloudy,dusk,rural,92,severe
08416.jpg,rainy,dusk,urban,56,minor
08417.jpg,rainy,dusk,highway,22,minor
08418.jpg,cloudy,dawn,rural,31,minor
08419.jpg,cloudy,day,urban,63,minor
08420.jpg,cloudy,night,urban,86,minor
08421.jpg,rainy,day,highway,67,minor
08422.jpg,clear,dawn,urban,112,minor
08423.jpg,clear,day,rural,95,moderate
08424.jpg,snowy,night,rural,56,minor
08425.jpg,cloudy,day,rural,47,minor
08426.jpg,snowy,dawn,urban,26,moderate
08427.jpg,clear,dawn,urban,78,severe
08428.jpg,clear,dusk,urban,80,moderate
08429.jpg,snowy,night,highway,32,moderate
08430.jpg,snowy,dawn,urban,99,severe
08431.jpg,snowy,dusk,urban,80,severe
08432.jpg,rainy,dusk,urban,22,severe
08433.jpg,clear,night,highway,98,severe
08434.jpg,rainy,day,rural,30,severe
08435.jpg,rainy,dusk,highway,20,severe
08436.jpg,cloudy,dusk,rural,72,moderate
08437.jpg,cloudy,dusk,urban,42,minor
08438.jpg,rainy,dusk,rural,32,severe
08439.jpg,clear,night,urban,65,severe
08440.jpg,cloudy,day,rural,66,severe
08441.jpg,rainy,night,highway,46,severe
08442.jpg,snowy,night,rural,118,severe
08443.jpg,cloudy,night,urban,25,minor
08444.jpg,snowy,dusk,rural,33,severe
08445.jpg,cloudy,dusk,highway,44,moderate
08446.jpg,snowy,dusk,rural,43,moderate
08447.jpg,clear,night,urban,46,minor
08448.jpg,snowy,dusk,highway,72,moderate
08449.jpg,snowy,night,urban,36,moderate
08450.jpg,snowy,dusk,rural,65,moderate
08451.jpg,clear,dusk,urban,50,moderate
08452.jpg,cloudy,night,rural,61,minor
08453.jpg,snowy,day,highway,20,severe
08454.jpg,clear,day,highway,66,severe
08455.jpg,cloudy,dawn,rural,116,severe
08456.jpg,rainy,dawn,rural,34,severe
08457.jpg,cloudy,dawn,rural,98,severe
08458.jpg,cloudy,dusk,urban,117,moderate
08459.jpg,rainy,dusk,urban,93,minor
08460.jpg,rainy,night,urban,63,severe
08461.jpg,rainy,day,rural,100,severe
08462.jpg,clear,day,highway,74,severe
08463.jpg,snowy,night,rural,53,minor
08464.jpg,snowy,dusk,highway,107,moderate
08465.jpg,snowy,dusk,highway,62,moderate
08466.jpg,clear,night,urban,106,minor
08467.jpg,cloudy,dusk,rural,40,severe
08468.jpg,rainy,dusk,rural,74,severe
08469.jpg,snowy,night,rural,107,minor
08470.jpg,snowy,day,highway,84,minor
08471.jpg,clear,dawn,urban,42,moderate
08472.jpg,cloudy,night,urban,36,minor
08473.jpg,clear,day,urban,113,severe
08474.jpg,cloudy,day,rural,49,severe
08475.jpg,rainy,dawn,highway,64,minor
08476.jpg,cloudy,dusk,urban,47,severe
08477.jpg,clear,dawn,urban,115,severe
08478.jpg,rainy,dusk,rural,30,moderate
08479.jpg,clear,dusk,highway,41,moderate
08480.jpg,snowy,dawn,urban,61,moderate
08481.jpg,cloudy,night,urban,54,moderate
08482.jpg,clear,night,urban,120,severe
08483.jpg,clear,night,rural,107,moderate
08484.jpg,snowy,dusk,urban,95,moderate
08485.jpg,rainy,dawn,rural,77,severe
08486.jpg,cloudy,day,rural,101,severe
08487.jpg,rainy,dusk,rural,38,moderate
08488.jpg,clear,day,urban,98,severe
08489.jpg,cloudy,day,urban,56,moderate
08490.jpg,rainy,dusk,highway,62,severe
08491.jpg,cloudy,night,highway,114,minor
08492.jpg,clear,dawn,urban,78,moderate
08493.jpg,snowy,night,urban,42,minor
08494.jpg,cloudy,night,rural,31,minor
08495.jpg,snowy,day,highway,37,moderate
08496.jpg,rainy,dusk,rural,33,moderate
08497.jpg,cloudy,dawn,urban,116,minor
08498.jpg,rainy,dusk,rural,117,minor
08499.jpg,clear,dusk,rural,110,severe
08500.jpg,snowy,day,rural,78,moderate
08501.jpg,clear,day,highway,48,severe
08502.jpg,cloudy,dawn,urban,26,minor
08503.jpg,cloudy,day,rural,116,moderate
08504.jpg,snowy,dusk,urban,83,minor
08505.jpg,snowy,night,urban,42,moderate
08506.jpg,snowy,day,urban,86,minor
08507.jpg,clear,dusk,urban,75,moderate
08508.jpg,rainy,dusk,highway,26,minor
08509.jpg,rainy,dawn,urban,94,moderate
08510.jpg,snowy,day,urban,81,severe
08511.jpg,snowy,night,urban,28,moderate
08512.jpg,rainy,dusk,highway,57,moderate
08513.jpg,rainy,night,urban,56,severe
08514.jpg,clear,dawn,rural,105,minor
08515.jpg,cloudy,dawn,urban,44,severe
08516.jpg,rainy,night,urban,90,minor
08517.jpg,cloudy,dawn,urban,111,moderate
08518.jpg,snowy,dawn,rural,23,minor
08519.jpg,rainy,day,urban,114,minor
08520.jpg,cloudy,night,rural,79,minor
08521.jpg,rainy,day,highway,95,moderate
08522.jpg,rainy,day,highway,80,minor
08523.jpg,clear,dawn,highway,114,severe
08524.jpg,snowy,night,highway,74,severe
08525.jpg,cloudy,day,highway,100,minor
08526.jpg,snowy,day,rural,63,severe
08527.jpg,rainy,night,urban,24,minor
08528.jpg,clear,day,rural,102,moderate
08529.jpg,cloudy,dawn,rural,58,minor
08530.jpg,rainy,day,rural,30,minor
08531.jpg,clear,dawn,urban,36,moderate
08532.jpg,cloudy,dawn,highway,118,moderate
08533.jpg,clear,day,urban,62,severe
08534.jpg,clear,dawn,highway,28,severe
08535.jpg,rainy,night,rural,20,moderate
08536.jpg,clear,day,rural,50,moderate
08537.jpg,rainy,night,rural,56,severe
08538.jpg,snowy,day,rural,97,moderate
08539.jpg,rainy,day,highway,37,severe
08540.jpg,cloudy,day,highway,98,minor
08541.jpg,snowy,dusk,rural,120,severe
08542.jpg,snowy,dusk,urban,116,moderate
08543.jpg,snowy,dusk,urban,51,minor
08544.jpg,cloudy,dawn,highway,24,moderate
08545.jpg,cloudy,dusk,highway,109,severe
08546.jpg,cloudy,dawn,highway,65,moderate
08547.jpg,cloudy,dusk,rural,60,severe
08548.jpg,cloudy,night,rural,117,minor
08549.jpg,clear,night,highway,37,minor
08550.jpg,rainy,night,highway,57,severe
08551.jpg,rainy,day,rural,75,severe
08552.jpg,cloudy,night,rural,98,minor
08553.jpg,cloudy,dawn,highway,64,severe
08554.jpg,clear,dusk,highway,58,severe
08555.jpg,cloudy,night,highway,116,moderate
08556.jpg,snowy,night,urban,24,minor
08557.jpg,rainy,dawn,urban,58,minor
08558.jpg,rainy,dusk,highway,85,moderate
08559.jpg,rainy,dawn,highway,77,moderate
08560.jpg,snowy,dusk,rural,118,minor
08561.jpg,cloudy,night,urban,48,severe
08562.jpg,cloudy,day,highway,96,moderate
08563.jpg,cloudy,dusk,rural,91,moderate
08564.jpg,snowy,day,rural,105,moderate
08565.jpg,snowy,dawn,urban,32,severe
08566.jpg,cloudy,day,rural,31,moderate
08567.jpg,rainy,dawn,urban,80,severe
08568.jpg,cloudy,dusk,urban,26,minor
08569.jpg,rainy,dawn,highway,22,severe
08570.jpg,snowy,day,highway,66,severe
08571.jpg,clear,night,highway,31,minor
08572.jpg,cloudy,dusk,rural,23,moderate
08573.jpg,rainy,night,highway,50,moderate
08574.jpg,cloudy,dusk,rural,100,severe
08575.jpg,clear,dawn,highway,43,severe
08576.jpg,rainy,dusk,highway,59,moderate
08577.jpg,snowy,dusk,highway,26,minor
08578.jpg,snowy,dawn,rural,33,minor
08579.jpg,cloudy,night,highway,36,minor
08580.jpg,snowy,night,urban,96,moderate
08581.jpg,clear,day,highway,64,minor
08582.jpg,rainy,dusk,highway,66,minor
08583.jpg,clear,night,highway,49,minor
08584.jpg,snowy,night,urban,89,severe
08585.jpg,snowy,dusk,rural,96,minor
08586.jpg,clear,dawn,highway,64,moderate
08587.jpg,cloudy,dawn,highway,89,severe
08588.jpg,cloudy,dawn,urban,89,minor
08589.jpg,cloudy,day,highway,93,moderate
08590.jpg,cloudy,day,rural,53,moderate
08591.jpg,cloudy,dawn,urban,52,severe
08592.jpg,rainy,dusk,rural,52,severe
08593.jpg,clear,dusk,rural,36,moderate
08594.jpg,clear,dusk,rural,115,severe
08595.jpg,cloudy,dusk,urban,57,severe
08596.jpg,rainy,day,urban,50,severe
08597.jpg,snowy,day,rural,44,severe
08598.jpg,rainy,night,urban,108,moderate
08599.jpg,clear,day,highway,30,minor
08600.jpg,cloudy,day,rural,53,minor
08601.jpg,snowy,day,rural,31,severe
08602.jpg,rainy,dawn,highway,113,severe
08603.jpg,clear,dusk,urban,30,moderate
08604.jpg,cloudy,dusk,rural,77,minor
08605.jpg,clear,night,urban,75,severe
08606.jpg,rainy,dusk,highway,24,severe
08607.jpg,rainy,dawn,urban,102,minor
08608.jpg,snowy,dawn,rural,29,moderate
08609.jpg,clear,dusk,highway,37,severe
08610.jpg,cloudy,dawn,rural,110,severe
08611.jpg,clear,day,urban,115,severe
08612.jpg,rainy,night,highway,50,severe
08613.jpg,clear,night,urban,113,severe
08614.jpg,cloudy,dawn,rural,53,minor
08615.jpg,clear,night,urban,45,severe
08616.jpg,snowy,night,rural,62,moderate
08617.jpg,cloudy,dusk,urban,92,minor
08618.jpg,rainy,night,highway,98,severe
08619.jpg,snowy,day,highway,101,minor
08620.jpg,snowy,night,highway,61,moderate
08621.jpg,rainy,dusk,rural,93,moderate
08622.jpg,snowy,night,highway,99,moderate
08623.jpg,snowy,dusk,rural,65,moderate
08624.jpg,clear,dawn,urban,82,minor
08625.jpg,snowy,night,highway,105,severe
08626.jpg,cloudy,day,highway,86,minor
08627.jpg,rainy,night,highway,58,moderate
08628.jpg,cloudy,day,urban,105,minor
08629.jpg,snowy,dusk,highway,80,severe
08630.jpg,rainy,day,highway,30,moderate
08631.jpg,rainy,night,highway,85,minor
08632.jpg,clear,dusk,highway,45,severe
08633.jpg,snowy,dusk,highway,94,severe
08634.jpg,clear,night,urban,99,minor
08635.jpg,clear,dawn,urban,42,moderate
08636.jpg,rainy,day,highway,33,severe
08637.jpg,clear,day,rural,48,minor
08638.jpg,cloudy,dawn,rural,102,minor
08639.jpg,snowy,day,highway,43,minor
08640.jpg,cloudy,night,urban,96,minor
08641.jpg,cloudy,day,highway,76,minor
08642.jpg,clear,day,rural,56,moderate
08643.jpg,clear,night,urban,90,severe
08644.jpg,rainy,day,urban,117,moderate
08645.jpg,rainy,dawn,highway,71,minor
08646.jpg,rainy,dusk,highway,91,minor
08647.jpg,rainy,dusk,highway,40,minor
08648.jpg,clear,dusk,highway,75,minor
08649.jpg,cloudy,day,highway,52,moderate
08650.jpg,clear,day,highway,65,severe
08651.jpg,rainy,dusk,highway,87,severe
08652.jpg,snowy,dawn,urban,76,moderate
08653.jpg,rainy,dawn,highway,66,minor
08654.jpg,cloudy,dusk,highway,106,moderate
08655.jpg,snowy,dusk,urban,44,moderate
08656.jpg,cloudy,day,highway,38,minor
08657.jpg,snowy,dusk,highway,119,severe
08658.jpg,snowy,dawn,highway,49,minor
08659.jpg,rainy,day,highway,46,minor
08660.jpg,snowy,dusk,highway,117,minor
08661.jpg,clear,day,rural,98,severe
08662.jpg,snowy,day,highway,73,moderate
08663.jpg,rainy,day,urban,74,moderate
08664.jpg,clear,day,highway,69,moderate
08665.jpg,rainy,day,rural,68,severe
08666.jpg,cloudy,night,rural,59,minor
08667.jpg,snowy,dusk,highway,89,minor
08668.jpg,snowy,night,highway,39,severe
08669.jpg,clear,day,rural,62,minor
08670.jpg,snowy,day,rural,68,minor
08671.jpg,rainy,dawn,rural,66,moderate
08672.jpg,snowy,dawn,urban,117,severe
08673.jpg,clear,dusk,urban,72,severe
08674.jpg,snowy,day,rural,88,moderate
08675.jpg,clear,dusk,highway,64,severe
08676.jpg,cloudy,day,rural,44,severe
08677.jpg,cloudy,dusk,rural,73,minor
08678.jpg,clear,dusk,highway,59,minor
08679.jpg,cloudy,night,highway,94,minor
08680.jpg,cloudy,dusk,highway,60,severe
08681.jpg,rainy,dawn,rural,39,minor
08682.jpg,rainy,day,urban,110,severe
08683.jpg,cloudy,day,rural,53,moderate
08684.jpg,cloudy,dawn,highway,86,moderate
08685.jpg,snowy,day,highway,54,minor
08686.jpg,snowy,night,urban,85,severe
08687.jpg,snowy,dawn,rural,107,severe
08688.jpg,snowy,night,urban,49,moderate
08689.jpg,rainy,night,urban,44,moderate
08690.jpg,rainy,dusk,highway,55,moderate
08691.jpg,clear,day,urban,93,moderate
08692.jpg,clear,dusk,highway,93,severe
08693.jpg,cloudy,dusk,highway,43,minor
08694.jpg,rainy,night,urban,74,moderate
08695.jpg,cloudy,dawn,highway,22,severe
08696.jpg,clear,night,highway,29,severe
08697.jpg,cloudy,day,rural,105,minor
08698.jpg,snowy,dawn,urban,62,severe
08699.jpg,clear,dusk,urban,77,minor
08700.jpg,clear,dusk,rural,92,severe
08701.jpg,cloudy,dusk,rural,25,moderate
08702.jpg,rainy,dawn,rural,87,minor
08703.jpg,snowy,dusk,rural,75,moderate
08704.jpg,rainy,dusk,highway,22,severe
08705.jpg,cloudy,dawn,urban,99,severe
08706.jpg,clear,day,highway,83,moderate
08707.jpg,clear,dusk,rural,80,severe
08708.jpg,cloudy,day,urban,72,moderate
08709.jpg,cloudy,night,rural,41,severe
08710.jpg,cloudy,dawn,highway,27,minor
08711.jpg,cloudy,dusk,rural,30,minor
08712.jpg,rainy,dawn,rural,106,moderate
08713.jpg,rainy,night,urban,77,moderate
08714.jpg,clear,day,urban,74,minor
08715.jpg,snowy,day,highway,100,minor
08716.jpg,snowy,dawn,highway,91,moderate
08717.jpg,clear,night,highway,81,minor
08718.jpg,cloudy,day,urban,74,minor
08719.jpg,clear,day,rural,82,minor
08720.jpg,rainy,day,rural,31,severe
08721.jpg,rainy,dawn,highway,59,minor
08722.jpg,rainy,dusk,rural,21,moderate
08723.jpg,rainy,dawn,highway,44,minor
08724.jpg,snowy,dawn,urban,120,minor
08725.jpg,snowy,dawn,urban,70,minor
08726.jpg,snowy,day,urban,20,minor
08727.jpg,rainy,dawn,rural,70,moderate
08728.jpg,clear,night,rural,28,severe
08729.jpg,cloudy,dawn,highway,103,minor
08730.jpg,cloudy,night,highway,74,moderate
08731.jpg,rainy,dusk,urban,76,severe
08732.jpg,snowy,night,highway,49,severe
08733.jpg,cloudy,dusk,rural,39,minor
08734.jpg,clear,day,highway,75,moderate
08735.jpg,cloudy,dawn,highway,51,severe
08736.jpg,clear,night,highway,61,moderate
08737.jpg,rainy,night,highway,99,moderate
08738.jpg,snowy,night,urban,112,moderate
08739.jpg,rainy,day,urban,103,severe
08740.jpg,cloudy,night,highway,110,moderate
08741.jpg,snowy,night,urban,100,severe
08742.jpg,clear,dawn,rural,84,severe
08743.jpg,clear,dawn,urban,54,minor
08744.jpg,clear,night,urban,46,moderate
08745.jpg,clear,night,highway,67,moderate
08746.jpg,snowy,dawn,highway,100,moderate
08747.jpg,cloudy,dawn,highway,120,moderate
08748.jpg,clear,dawn,rural,89,minor
08749.jpg,rainy,dawn,urban,67,moderate
08750.jpg,snowy,night,rural,74,minor
08751.jpg,cloudy,dawn,urban,21,severe
08752.jpg,cloudy,dusk,rural,100,minor
08753.jpg,rainy,dawn,rural,105,moderate
08754.jpg,clear,dawn,highway,64,severe
08755.jpg,rainy,dusk,urban,51,moderate
08756.jpg,cloudy,day,urban,115,severe
08757.jpg,snowy,day,rural,44,severe
08758.jpg,rainy,day,highway,91,moderate
08759.jpg,snowy,night,rural,23,moderate
08760.jpg,cloudy,day,rural,100,minor
08761.jpg,cloudy,day,urban,95,moderate
08762.jpg,clear,day,highway,111,moderate
08763.jpg,clear,dawn,rural,56,minor
08764.jpg,cloudy,dawn,highway,115,severe
08765.jpg,clear,dawn,urban,100,minor
08766.jpg,rainy,dawn,highway,108,severe
08767.jpg,clear,night,highway,81,severe
08768.jpg,cloudy,day,highway,116,minor
08769.jpg,cloudy,day,urban,31,moderate
08770.jpg,rainy,dawn,rural,117,moderate
08771.jpg,rainy,night,highway,98,minor
08772.jpg,snowy,dawn,urban,82,moderate
08773.jpg,rainy,night,highway,33,severe
08774.jpg,snowy,night,rural,70,severe
08775.jpg,snowy,dawn,urban,86,minor
08776.jpg,rainy,dusk,rural,28,severe
08777.jpg,cloudy,dusk,urban,51,minor
08778.jpg,clear,dawn,urban,71,severe
08779.jpg,rainy,dawn,highway,104,moderate
08780.jpg,cloudy,day,highway,115,severe
08781.jpg,cloudy,dusk,urban,113,moderate
08782.jpg,cloudy,dusk,urban,75,minor
08783.jpg,rainy,night,highway,35,minor
08784.jpg,rainy,dusk,rural,96,minor
08785.jpg,cloudy,day,highway,63,minor
08786.jpg,snowy,day,highway,92,moderate
08787.jpg,clear,dusk,highway,108,severe
08788.jpg,snowy,dawn,urban,61,severe
08789.jpg,snowy,night,urban,96,severe
08790.jpg,snowy,dawn,highway,81,minor
08791.jpg,clear,day,rural,74,severe
08792.jpg,rainy,night,urban,80,minor
08793.jpg,clear,night,urban,92,moderate
08794.jpg,snowy,night,highway,68,moderate
08795.jpg,rainy,night,highway,103,severe
08796.jpg,cloudy,dusk,highway,76,minor
08797.jpg,cloudy,dusk,highway,58,minor
08798.jpg,clear,day,urban,63,severe
08799.jpg,snowy,dawn,highway,119,moderate
08800.jpg,clear,night,urban,52,minor
08801.jpg,cloudy,night,rural,111,moderate
08802.jpg,clear,day,urban,80,severe
08803.jpg,cloudy,night,urban,103,minor
08804.jpg,clear,dusk,urban,73,minor
08805.jpg,rainy,day,highway,26,minor
08806.jpg,cloudy,dawn,highway,68,moderate
08807.jpg,cloudy,day,highway,41,moderate
08808.jpg,cloudy,dawn,urban,107,moderate
08809.jpg,clear,night,rural,23,minor
08810.jpg,snowy,dusk,urban,117,minor
08811.jpg,cloudy,dusk,urban,73,minor
08812.jpg,rainy,dawn,highway,69,severe
08813.jpg,rainy,dusk,highway,51,moderate
08814.jpg,rainy,dusk,rural,54,moderate
08815.jpg,rainy,dawn,highway,33,moderate
08816.jpg,rainy,night,rural,56,severe
08817.jpg,snowy,night,highway,75,minor
08818.jpg,clear,dusk,highway,42,moderate
08819.jpg,rainy,dawn,urban,50,minor
08820.jpg,rainy,night,rural,104,moderate
08821.jpg,snowy,night,rural,63,moderate
08822.jpg,cloudy,day,urban,113,minor
08823.jpg,snowy,day,urban,116,severe
08824.jpg,rainy,dawn,rural,47,moderate
08825.jpg,snowy,dawn,urban,116,severe
08826.jpg,snowy,dusk,urban,107,minor
08827.jpg,clear,dusk,rural,111,severe
08828.jpg,rainy,day,urban,82,minor
08829.jpg,snowy,dusk,highway,116,minor
08830.jpg,rainy,dusk,urban,70,severe
08831.jpg,snowy,dawn,rural,48,minor
08832.jpg,rainy,dawn,rural,100,severe
08833.jpg,rainy,dawn,urban,85,moderate
08834.jpg,cloudy,dusk,highway,115,minor
08835.jpg,snowy,dawn,highway,90,minor
08836.jpg,clear,night,rural,31,severe
08837.jpg,snowy,day,rural,107,minor
08838.jpg,cloudy,dawn,highway,67,moderate
08839.jpg,rainy,dawn,urban,82,minor
